data_referencia,municipio,periodo_alvo,orgao,area,tipo_dado,prioridade,status_fonte_original,status_auditavel,url,periodicidade,anos_disponiveis_declarados,granularidade_alvo,formato,metodo_acesso,script_existente,comando_coleta_bruta,camada_destino,publicacao_autorizada,evidencia_local,bloqueio_atual,pedido_lai,agente_responsavel,proximo_passo,observacao
2026-05-21,Sorocaba,2020-2026,Urbes,transporte,contratos_compras_diretas,alta,lacuna,parcial,https://www.urbes.com.br/transparencia/index,continua,a_mapear,evento/documento,html_pdf,portal_html_pdf,pipelines/baixar_urbes_playwright.py,python pipelines/baixar_urbes_playwright.py --categoria contratos_outros,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Normalizacao pendente.,nao,dados,inventariar_contratos,contratos e compras diretas
2026-05-21,Sorocaba,2020-2026,Urbes,transporte,remuneracao_transporte_publico,critica,lacuna,parcial,https://www.urbes.com.br/transparencia/index,mensal,a_mapear,mensal e anual,html_pdf,portal_html_pdf,pipelines/baixar_urbes_playwright.py,python pipelines/baixar_urbes_playwright.py --categoria remuneracao_transporte_publico,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Extrair serie mensal antes de publicar.,sim_preparado,dados,extrair_series,subsidiar custo real do transporte coletivo
2026-05-21,Sorocaba,2020-2026,Urbes,transporte,contratos_concessao_transporte,critica,lacuna,parcial,https://urbes.com.br/transparencia/contratos-transporte,continua,a_mapear,evento/documento,html_pdf,portal_html_pdf,pipelines/baixar_urbes_playwright.py,python pipelines/baixar_urbes_playwright.py --categoria contratos_transporte,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,"Baixar contratos e aditivos, depois cruzar com pagamentos.",sim_preparado,dados,baixar_contratos_e_aditivos,concessoes de transporte coletivo
2026-05-21,Sorocaba,2020-2026,SAAE,saneamento,receitas_despesas,critica,lacuna,parcial,https://www.saaesorocaba.com.br/transparencia/,mensal,a_mapear,mensal e anual,html_pdf,playwright_tdaportal,pipelines/baixar_saae_dados_abertos.py,"python pipelines/baixar_saae_dados_abertos.py --categorias receitas,despesas --ano 2020 --ano 2021 --ano 2022 --ano 2023 --ano 2024 --ano 2025 --ano 2026",raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Requer Playwright e captura do endpoint de dados abertos.,sim_preparado,dados,inventariar_downloads,autarquia com fluxo financeiro proprio
2026-05-21,Sorocaba,2020-2026,SAAE,saneamento,licitacoes_contratos_obras,critica,lacuna,parcial,https://www.saaesorocaba.com.br/transparencia/,continua,a_mapear,evento/documento,html_pdf,playwright_tdaportal,pipelines/baixar_saae_dados_abertos.py,"python pipelines/baixar_saae_dados_abertos.py --categorias contratos,licitacoes,obras --ano 2020 --ano 2021 --ano 2022 --ano 2023 --ano 2024 --ano 2025 --ano 2026",raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Requer Playwright e normalizacao semantica.,sim_preparado,dados,inventariar_e_cruzar_pncp,agua esgoto obras contratos e fornecedores
2026-05-21,Sorocaba,2020-2026,SAAE,pessoal,remuneracao_rh,media,lacuna,parcial,https://www.saaesorocaba.com.br/transparencia/,mensal,a_mapear,mensal e anual,html_pdf,playwright_tdaportal,pipelines/baixar_saae_dados_abertos.py,python pipelines/baixar_saae_dados_abertos.py --categorias rh --ano 2020 --ano 2021 --ano 2022 --ano 2023 --ano 2024 --ano 2025 --ano 2026,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Publicabilidade de remuneracao deve ser avaliada antes de publicar.,nao,dados,inventariar_formato,folha da autarquia
2026-05-21,Sorocaba,2020-2026,FUNSERV,previdencia,balancos_receitas_despesas,critica,lacuna,parcial,https://funservsorocaba.sp.gov.br/transparencia/portal-da-transpar%C3%AAncia,mensal_anual,a_mapear,mensal e anual,html_pdf,portal_html_pdf,pipelines/baixar_funserv.py,python pipelines/baixar_funserv.py,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Normalizacao pendente.,sim_preparado,dados,inventariar_downloads,previdencia e saude dos servidores
2026-05-21,Sorocaba,2020-2026,FUNSERV,previdencia,avaliacao_atuarial,critica,lacuna,parcial,https://www.funservsorocaba.sp.gov.br/administracao-e-planejamento/transparencia-publica/avaliacao-atuarial,anual,a_mapear,anual,pdf,portal_html_pdf,pipelines/baixar_funserv.py,python pipelines/baixar_funserv.py,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Extrair serie atuarial antes de publicar.,sim_preparado,dados,baixar_series,passivo previdenciario de longo prazo
2026-05-21,Sorocaba,2020-2026,FUNSERV,previdencia,investimentos_e_rentabilidade,alta,lacuna,parcial,https://funservsorocaba.sp.gov.br/transparencia/portal-da-transpar%C3%AAncia,mensal,a_mapear,mensal e anual,html_pdf,portal_html_pdf,pipelines/baixar_funserv.py,python pipelines/baixar_funserv.py,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Extrair carteira e resultados antes de publicar.,nao,dados,extrair_carteira_e_resultados,impacta equilibrio atuarial
2026-05-21,Sorocaba,2020-2026,AGEM,metropolitano,receitas_despesas,baixa,lacuna,lai_necessario,https://www.agemsorocaba.sp.gov.br/habit_ag_sorocaba/transparencia/receitas%20e%20despesas,mensal_anual,a_mapear,mensal e anual,html_pdf,manual_lai,a_criar,mapear fonte e preparar LAI para AGEM receitas_despesas,raw externo via ANATOMIA_RAW_ROOT; saidas mecanicas em data/extracted quando houver extrator,nao,inventario_fontes_sorocaba.csv; fonte oficial ainda pendente de coleta ou prova de indisponibilidade,Sem automacao dedicada no repo.,sim,dados,verificar_relacao_com_sorocaba,somente publicar o que tiver vinculo claro com Sorocaba
